sample_id,top20_rank,error_side,class_id,class_name,primary_reason,secondary_visual_factors,gt_area_ratio,local_contrast,edge_density,nearest_iou,nearest_pred_conf,nearest_pred_class_id,manual_check_required,possible_annotation_ambiguity
90100059,7,FN,1,short,low_confidence_miss,complex_pattern,0.002578125,53.37816124898839,0.07732293697205977,0.9237896678052714,0.5334910750389099,1,False,False
90100059,7,FN,3,spur,low_confidence_miss,complex_pattern,0.003251953125,20.4504032004032,0.06426011264720942,0.8928544050275243,0.2715638875961303,3,False,False
90100059,7,FN,1,short,pure_miss,complex_pattern,0.003154296875,35.54294962003941,0.08054956896551724,0.0,0.5334910750389099,1,False,False
90100059,7,FN,5,pin-hole,low_confidence_miss,low_contrast;complex_pattern,0.0039990234375,11.162751874616276,0.09722222222222222,0.7609547431397642,0.4694079458713531,5,False,False
90100066,8,FN,3,spur,low_confidence_miss,,0.002578125,31.253020749033354,0.02631578947368421,0.8643201610397999,0.4031916260719299,3,False,False
90100066,8,FN,1,short,pure_miss,,0.00249755859375,119.35702417960482,0.04667328699106256,0.0,0.6832137107849121,1,True,False
90100066,8,FN,4,copper,low_confidence_miss,,0.0031640625,43.29504258968544,0.01586888657648283,0.8880028717132976,0.569322407245636,4,False,False
90100066,8,FP,4,copper,background_false_positive,,,,,0.3185125974081849,0.7299537062644958,4,True,False
90100066,8,FP,4,copper,background_false_positive,,,,,0.0,0.6846053004264832,4,True,False
90100066,8,FP,4,copper,background_false_positive,,,,,0.0,0.659692108631134,4,True,False
90100051,9,FN,1,short,low_confidence_miss,complex_pattern,0.00265625,32.02761130136986,0.08301404853128991,0.7930883486282798,0.1688105911016464,1,False,False
90100051,9,FN,1,short,low_confidence_miss,,0.00370849609375,79.37241789188793,0.047738122300522844,0.7524610451564261,0.0934618040919303,1,False,False
90100051,9,FN,5,pin-hole,low_confidence_miss,complex_pattern,0.0024609375,91.58006678281068,0.05779569892473118,0.893566077507352,0.5652478933334351,5,False,False
90100051,9,FP,1,short,background_false_positive,,,,,0.0077158147396447895,0.7382183074951172,1,True,False
90100051,9,FP,1,short,background_false_positive,,,,,0.0,0.700664222240448,1,True,False
44000034,10,FN,0,open,class_confusion,low_contrast,0.0041015625,9.421304193319116,0.026552287581699346,0.863326234862249,0.7703970074653625,2,False,False
44000034,10,FN,2,mousebite,low_confidence_miss,small_defect,0.00220458984375,26.99137416738273,0.04487482286254133,0.7654871718519595,0.2739700973033905,2,False,False
44000034,10,FN,3,spur,pure_miss,,0.00341796875,46.49664843579086,0.027417746759720838,0.0,0.751812219619751,3,True,False
44000034,10,FP,2,mousebite,class_confusion,,,,,0.863326234862249,0.7703970074653625,2,False,False
44000051,11,FN,2,mousebite,low_confidence_miss,small_defect,0.001845703125,74.71886446886447,0.04537037037037037,0.8148898333916099,0.1242237910628318,2,False,False
44000051,11,FN,4,copper,class_confusion,,0.003115234375,84.60363651730283,0.05182599355531686,0.8679543948118238,0.6915636658668518,1,False,False
44000051,11,FN,5,pin-hole,low_confidence_miss,small_defect,0.0022265625,93.27841296201669,0.04921875,0.7945406017108904,0.621985912322998,5,False,False
44000051,11,FP,1,short,class_confusion,,,,,0.8679543948118238,0.6915636658668518,1,False,False
44000061,12,FN,2,mousebite,low_confidence_miss,,0.0024169921875,13.46627981947131,0.03463203463203463,0.7609511345931216,0.4268242716789245,2,False,False
44000061,12,FN,4,copper,class_confusion,small_defect;complex_pattern,0.001650390625,66.3556494787264,0.07283057851239669,0.7865906748893432,0.4574102759361267,2,False,False
44000061,12,FN,5,pin-hole,low_confidence_miss,complex_pattern,0.0026025390625,68.2284521099799,0.06258234519104085,0.8750962303479333,0.5195941925048828,5,False,False
44000061,12,FP,5,pin-hole,background_false_positive,,,,,0.0,0.6978132724761963,5,True,False
90100033,13,FN,1,short,localization_iou,complex_pattern,0.0033203125,129.65646284829722,0.0654158215010142,0.1302550581688023,0.1567258387804031,1,False,False
90100033,13,FN,3,spur,low_confidence_miss,,0.00352294921875,19.829350450300765,0.027481639421937928,0.8158267545471872,0.4408089220523834,3,False,False
90100033,13,FN,1,short,low_confidence_miss,,0.00677001953125,80.16237173424267,0.04123323724777541,0.7503787162998352,0.1467160433530807,1,False,False
90100033,13,FP,1,short,background_false_positive,,,,,0.0,0.8319918513298035,1,True,False
90100035,14,FN,0,open,low_confidence_miss,complex_pattern,0.003154296875,19.0138743187575,0.14601293103448276,0.709549306052802,0.4623323380947113,0,False,False
90100035,14,FN,1,short,low_confidence_miss,complex_pattern,0.00265869140625,22.22850474441384,0.17943982763927363,0.904026978520981,0.5922576189041138,1,False,False
90100035,14,FN,1,short,pure_miss,small_defect;low_contrast;complex_pattern,0.0022705078125,0.1746936734183464,0.09471698113207547,0.0,0.5922576189041138,1,False,False
90100035,14,FP,3,spur,background_false_positive,,,,,0.0,0.700598418712616,3,True,False
90100044,15,FN,0,open,low_confidence_miss,low_contrast,0.0037353515625,3.1986442806005186,0.040304523063143756,0.6713612540509384,0.5345790386199951,0,False,False
90100044,15,FN,1,short,pure_miss,complex_pattern,0.0039892578125,57.776507365294606,0.09717465753424658,0.0,0.0783665925264358,1,False,False
90100044,15,FN,5,pin-hole,low_confidence_miss,,0.0033837890625,61.580774633754764,0.04556530214424951,0.8776308079592855,0.2717443704605102,5,False,False
90100044,15,FP,2,mousebite,background_false_positive,,,,,0.0,0.7542120218276978,2,True,False
12100003,16,FN,0,open,pure_miss,,0.00582763671875,60.69462938149394,0.03183062076911998,0.19035503383005972,0.2255439460277557,2,True,False
12100003,16,FN,0,open,pure_miss,,0.00261962890625,16.55880458412733,0.03368966634272757,0.12165544062892643,0.4658902883529663,1,True,False
12100003,16,FN,0,open,pure_miss,,0.00559326171875,56.839536298373844,0.037037037037037035,0.23821316681258897,0.3871713578701019,3,True,False
44000025,17,FN,0,open,low_confidence_miss,low_contrast,0.0036328125,12.40019379844962,0.05070754716981132,0.8746445448955226,0.6049368977546692,0,False,False
44000025,17,FN,2,mousebite,low_confidence_miss,,0.0025244140625,20.157590107090627,0.029980013324450366,0.858858109689899,0.5029634833335876,2,False,False
44000025,17,FN,3,spur,low_confidence_miss,complex_pattern,0.00334228515625,26.152502107096694,0.08112874779541446,0.8306443066635778,0.6232181191444397,3,False,False
44000031,18,FN,3,spur,low_confidence_miss,,0.006220703125,43.90111342460254,0.04819277108433735,0.8762108055634065,0.0611586309969425,3,False,False
44000031,18,FN,3,spur,pure_miss,,0.00428466796875,51.867460437025656,0.023841829811979066,0.0,0.0611586309969425,3,True,False
44000031,18,FN,5,pin-hole,low_confidence_miss,small_defect,0.0019775390625,20.158256172839504,0.021333333333333333,0.8045438080218398,0.5448914766311646,5,False,False
44000055,19,FN,0,open,low_confidence_miss,small_defect;low_contrast,0.0021484375,3.3319675629534515,0.04953560371517028,0.8053547190349749,0.636945903301239,0,False,False
44000055,19,FN,3,spur,class_confusion,,0.0042333984375,78.88158191665414,0.043400713436385255,0.7255463491804216,0.4938602745532989,1,False,False
44000055,19,FN,3,spur,low_confidence_miss,complex_pattern,0.00380859375,65.93996930299747,0.05477272727272727,0.8731519808459285,0.3615839183330536,3,False,False
90100043,20,FN,0,open,low_confidence_miss,small_defect;low_contrast;complex_pattern,0.00234619140625,8.722310251316486,0.11676753292986829,0.8018206545024541,0.5562065243721008,0,False,False
90100043,20,FN,1,short,low_confidence_miss,complex_pattern,0.003759765625,24.40561162121672,0.1108566193311956,0.847364446212791,0.5711666345596313,1,False,False
90100043,20,FN,4,copper,pure_miss,,0.00472412109375,63.33771319932532,0.01512186443693293,0.0,0.0982337296009063,4,True,False
